View1
but so many outspoken pro-life people and groups who have no problem using misinformation	peopl fetus || ,
\n But it is going to be life most people regret having abortion	abort life || ,
Pro-choice people don't have to lie	don || ,
it has not yet lived to experience things that would make it innocent or guilty which are both conscious thought processes that a baby does not possess especially as a fetus	babi pro-lif || ,
		  || ,
